country,country_code_2_digit,country_code_3_digit,population,daily_count,reported_date,confirmed cases_count,deaths_count,source
Portugal,PT,PRT,10276617,406,2020-09-05,406,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,71,2020-03-24,71,,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,2020-02-10,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,1209,2020-06-20,1209,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,2020-01-31,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,10,2020-07-25,,10,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,8,2020-07-26,,8,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,17,2020-05-18,,17,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,239,2020-10-04,239,,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,277,2020-04-29,277,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,13,2020-05-30,,13,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,392,2020-06-09,392,,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,483,2020-05-16,483,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,72,2020-04-29,72,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,50,2020-05-04,50,,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,387,2020-06-15,387,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,2020-02-11,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-08-18,,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2,2020-06-08,,2,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,2020-02-07,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,2020-03-05,0,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,74,2020-05-21,74,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,257,2020-04-10,257,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-08-22,,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,210,2020-08-12,210,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,766,2020-10-20,766,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,2020-08-19,,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,3,2020-04-06,,3,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,3,2020-04-22,,3,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,2020-02-15,0,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2,2020-06-03,,2,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,1,2020-04-13,,1,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,0,2020-03-01,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,2020-03-08,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,1,2020-08-09,,1,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,7,2020-10-16,,7,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,130,2020-04-13,130,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,344,2020-07-24,344,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,2020-08-04,,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,3,2020-06-20,,3,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,40,2020-04-04,40,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,1,2020-06-05,1,,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,2020-02-23,0,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,530,2020-10-16,530,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,6,2020-06-27,,6,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,2020-02-12,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,2020-08-24,,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2,2020-08-09,,2,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,33,2020-06-22,33,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,340,2020-08-20,340,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,2020-10-12,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-04-30,,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,3,2020-09-10,,3,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,64,2020-06-30,64,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,130,2020-08-05,130,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,36,2020-05-28,36,,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,2020-06-03,,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,210,2020-08-20,210,,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,1,2020-07-08,1,,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,401,2020-04-21,401,,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,2020-04-06,,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,2020-09-01,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,85,2020-08-26,85,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,5,2020-07-06,5,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,2020-01-08,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,2020-01-14,0,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,2020-05-26,,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,2020-02-16,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,2020-09-05,,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,2020-08-19,,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,2020-08-27,,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,2020-02-26,0,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,2020-04-06,,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,10,2020-05-18,,10,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,2020-01-13,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,2020-01-29,0,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,1,2020-08-18,1,,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2,2020-04-30,2,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,793,2020-05-03,793,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2,2020-05-07,,2,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,296,2020-08-31,296,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,189,2020-06-08,189,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,2020-01-17,0,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,2020-01-31,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,567,2020-09-06,567,,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,75,2020-10-07,75,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,2020-08-28,,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,76,2020-06-30,76,,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,33,2020-05-19,33,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,2020-04-23,,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,2020-03-14,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,3965,2020-03-29,3965,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,1861,2020-03-20,1861,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2,2020-07-20,,2,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,25,2020-09-06,25,,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,2020-07-04,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,3,2020-05-30,3,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,37,2020-09-08,37,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,3777,2020-04-08,3777,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,1,2020-06-22,1,,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2,2020-08-20,,2,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,5,2020-08-08,,5,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,2020-05-22,,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-03-14,0,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,2020-06-29,,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-09-17,0,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,2020-02-03,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2,2020-03-17,2,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,37,2020-08-20,37,,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,4,2020-05-02,,4,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,859,2020-05-26,859,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,98,2020-03-11,98,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-07-07,0,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1114,2020-05-12,1114,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,11,2020-07-13,,11,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,53,2020-09-04,53,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,228,2020-05-21,228,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,370,2020-04-10,370,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,2020-01-09,0,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,48,2020-09-19,,48,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,6,2020-07-19,,6,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,3,2020-09-08,,3,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,2020-08-07,,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,22,2020-06-27,22,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,2020-10-04,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,8952,2020-05-31,8952,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,2020-07-31,,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-07-06,0,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,1662,2020-10-24,1662,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,8,2020-04-05,,8,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,0,2020-01-13,0,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,421,2020-09-10,421,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,10,2020-06-06,,10,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,52,2020-08-25,,52,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,29,2020-08-11,,29,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2,2020-05-28,2,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-10-09,,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,158,2020-08-22,158,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,4,2020-05-12,,4,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,4,2020-07-18,,4,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,2020-02-10,0,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,2020-10-23,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-08-11,,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,1,2020-06-12,,1,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,2020-02-25,0,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,389,2020-10-13,389,,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,0,2020-02-17,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,58,2020-08-06,58,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-10-02,,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-02-26,0,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,4,2020-03-23,4,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,704,2020-06-13,704,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-02-02,0,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,13,2020-03-22,13,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,17,2020-05-17,17,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-07-06,,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,98,2020-07-19,98,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,130,2020-04-27,130,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,167,2020-09-15,167,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,9,2020-09-30,,9,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,1,2020-08-02,,1,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,2020-02-24,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,2020-08-07,,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2,2020-04-17,,2,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,4456,2020-10-07,4456,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,164,2020-08-31,164,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,4,2020-03-10,4,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,36,2020-09-19,36,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,2020-10-10,,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2,2020-06-24,2,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,2020-08-08,,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,2020-02-14,0,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,4,2020-09-05,4,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,163,2020-04-28,,163,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,2020-04-28,0,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,2020-03-06,0,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,2020-09-24,,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,2020-05-16,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,2020-08-14,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,342,2020-06-03,342,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,2020-01-16,0,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,76,2020-09-17,76,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2,2020-06-12,,2,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,2020-08-09,0,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,2020-03-11,,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,992,2020-04-14,992,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,21,2020-06-23,21,,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,2020-09-05,0,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,2020-06-02,,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,3,2020-06-23,3,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,2020-05-09,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,229,2020-04-29,229,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,270,2020-06-07,270,,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,2020-09-21,,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,141,2020-10-10,141,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,41,2020-03-06,,41,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,2020-01-08,0,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,46,2020-09-27,46,,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2,2020-08-10,,2,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,2020-01-04,0,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,2020-04-26,,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,14,2020-08-27,14,,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,2020-10-06,,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,2020-10-11,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,635,2020-04-12,,635,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,3869,2020-10-25,3869,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,80,2020-10-08,,80,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,30,2020-03-20,,30,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,2020-07-23,0,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,2020-01-11,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,564,2020-08-28,564,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,28,2020-03-22,28,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,228,2020-10-18,228,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,15,2020-06-10,,15,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,3,2020-04-22,,3,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,9,2020-09-06,9,,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,7,2020-06-18,7,,"Epidemic intelligence, national daily data"
